log_id,rice_id,integration_name,integration_identifier,integration_version,instance_id,invoked_by,service_instance_name,oic_base_url,integration_status,log_timestamp,db_user,login_role,database_name,client_ip,client_port,server_ip,server_port,backend_pid,application_name
117,OC_SPB_OB_001,OC_SPB_OB_001_SuperbaseLogs,OC_SPB_OB_001_SPB_LOG_CLAN,01.00.0000,IAQgn45dEfGsYi36NKdwjg,98573627-ora021,oic98573627-ocuocictrng30-ld,https://oic98573627-ocuocictrng30-ld.integration.uk-london-1.ocp.oraclecloud.com,SUCCESS,2026-08-02 16:30:03.138724,postgres,postgres,postgres,2406:da14:271:9902:56bb:1ef9:9329:dbff,50666,2406:da14:1772:ea00:4e52:d3e0:afd8:5271,5432,88206,Supavisor
120,OC_SPB_OB_001,OC_SPB_OB_001_SuperbaseLogs,OC_SPB_OB_001_SPB_LOG_CLAN,01.00.0000,tRhhUY5pEfGsYi36NKdwjg,98573627-ora021,oic98573627-ocuocictrng30-ld,https://oic98573627-ocuocictrng30-ld.integration.uk-london-1.ocp.oraclecloud.com,SUCCESS,2026-08-02 18:00:03.261876,postgres,postgres,postgres,2406:da14:271:9902:56bb:1ef9:9329:dbff,34762,2406:da14:1772:ea00:4e52:d3e0:afd8:5271,5432,94351,Supavisor
121,OC_SPB_OB_001,OC_SPB_OB_001_SuperbaseLogs,OC_SPB_OB_001_SPB_LOG_CLAN,01.00.0000,4xws6Y5tEfGsYi36NKdwjg,98573627-ora021,oic98573627-ocuocictrng30-ld,https://oic98573627-ocuocictrng30-ld.integration.uk-london-1.ocp.oraclecloud.com,SUCCESS,2026-08-02 18:30:04.308428,postgres,postgres,postgres,2406:da14:271:9902:56bb:1ef9:9329:dbff,56012,2406:da14:1772:ea00:4e52:d3e0:afd8:5271,5432,94358,Supavisor
122,OC_SPB_OB_001,OC_SPB_OB_001_SuperbaseLogs,OC_SPB_OB_001_SPB_LOG_CLAN,01.00.0000,FMArAI5yEfGsYi36NKdwjg,98573627-ora021,oic98573627-ocuocictrng30-ld,https://oic98573627-ocuocictrng30-ld.integration.uk-london-1.ocp.oraclecloud.com,SUCCESS,2026-08-02 19:00:01.716515,postgres,postgres,postgres,2406:da14:271:9902:56bb:1ef9:9329:dbff,56012,2406:da14:1772:ea00:4e52:d3e0:afd8:5271,5432,94358,Supavisor
123,OC_SPB_OB_001,OC_SPB_OB_001_SuperbaseLogs,OC_SPB_OB_001_SPB_LOG_CLAN,01.00.0000,Q-uHKo52EfGsYi36NKdwjg,98573627-ora021,oic98573627-ocuocictrng30-ld,https://oic98573627-ocuocictrng30-ld.integration.uk-london-1.ocp.oraclecloud.com,SUCCESS,2026-08-02 19:30:02.864331,postgres,postgres,postgres,2406:da14:271:9902:56bb:1ef9:9329:dbff,56012,2406:da14:1772:ea00:4e52:d3e0:afd8:5271,5432,94358,Supavisor
124,OC_SPB_OB_001,OC_SPB_OB_001_SuperbaseLogs,OC_SPB_OB_001_SPB_LOG_CLAN,01.00.0000,dY39d456EfGsYi36NKdwjg,98573627-ora021,oic98573627-ocuocictrng30-ld,https://oic98573627-ocuocictrng30-ld.integration.uk-london-1.ocp.oraclecloud.com,SUCCESS,2026-08-02 20:00:03.241555,postgres,postgres,postgres,2406:da14:271:9902:56bb:1ef9:9329:dbff,56012,2406:da14:1772:ea00:4e52:d3e0:afd8:5271,5432,94358,Supavisor
125,OC_SPB_OB_001,OC_SPB_OB_001_SuperbaseLogs,OC_SPB_OB_001_SPB_LOG_CLAN,01.00.0000,ppVtEY5-EfGsYi36NKdwjg,98573627-ora021,oic98573627-ocuocictrng30-ld,https://oic98573627-ocuocictrng30-ld.integration.uk-london-1.ocp.oraclecloud.com,SUCCESS,2026-08-02 20:30:04.244622,postgres,postgres,postgres,2406:da14:271:9902:56bb:1ef9:9329:dbff,56012,2406:da14:1772:ea00:4e52:d3e0:afd8:5271,5432,94358,Supavisor
126,OC_SPB_OB_001,OC_SPB_OB_001_SuperbaseLogs,OC_SPB_OB_001_SPB_LOG_CLAN,01.00.0000,2BGXT46CEfGsYi36NKdwjg,98573627-ora021,oic98573627-ocuocictrng30-ld,https://oic98573627-ocuocictrng30-ld.integration.uk-london-1.ocp.oraclecloud.com,SUCCESS,2026-08-02 21:00:03.116211,postgres,postgres,postgres,2406:da14:271:9902:56bb:1ef9:9329:dbff,56012,2406:da14:1772:ea00:4e52:d3e0:afd8:5271,5432,94358,Supavisor
127,OC_SPB_OB_001,OC_SPB_OB_001_SuperbaseLogs,OC_SPB_OB_001_SPB_LOG_CLAN,01.00.0000,CFVBdI6HEfGsYi36NKdwjg,98573627-ora021,oic98573627-ocuocictrng30-ld,https://oic98573627-ocuocictrng30-ld.integration.uk-london-1.ocp.oraclecloud.com,SUCCESS,2026-08-02 21:30:04.24973,postgres,postgres,postgres,2406:da14:271:9902:56bb:1ef9:9329:dbff,56012,2406:da14:1772:ea00:4e52:d3e0:afd8:5271,5432,94358,Supavisor
128,OC_SPB_OB_001,OC_SPB_OB_001_SuperbaseLogs,OC_SPB_OB_001_SPB_LOG_CLAN,01.00.0000,OdfTlY6LEfGsYi36NKdwjg,98573627-ora021,oic98573627-ocuocictrng30-ld,https://oic98573627-ocuocictrng30-ld.integration.uk-london-1.ocp.oraclecloud.com,SUCCESS,2026-08-02 22:00:03.077154,postgres,postgres,postgres,2406:da14:271:9902:56bb:1ef9:9329:dbff,56012,2406:da14:1772:ea00:4e52:d3e0:afd8:5271,5432,94358,Supavisor
129,OC_SPB_OB_001,OC_SPB_OB_001_SuperbaseLogs,OC_SPB_OB_001_SPB_LOG_CLAN,01.00.0000,mshJyo6TEfGsYi36NKdwjg,98573627-ora021,oic98573627-ocuocictrng30-ld,https://oic98573627-ocuocictrng30-ld.integration.uk-london-1.ocp.oraclecloud.com,SUCCESS,2026-08-02 23:00:03.867708,postgres,postgres,postgres,2406:da14:271:9902:56bb:1ef9:9329:dbff,56012,2406:da14:1772:ea00:4e52:d3e0:afd8:5271,5432,94358,Supavisor
